State,Year,Quarter,Pincode,Transaction_Count,Transaction_Amount
delhi,2023,2,110042,1066,1210915
delhi,2023,2,110043,996,1383351
delhi,2023,2,110053,944,1182981
delhi,2023,2,110094,920,1126020
delhi,2023,3,110059,2047,2377598
delhi,2023,3,110092,1547,1919097
delhi,2023,3,110086,1349,1482945
delhi,2023,3,110044,1299,1416839
delhi,2023,3,110041,1260,1555617
delhi,2023,3,110085,1174,1535818
delhi,2023,3,110094,1117,1157707
delhi,2023,3,110096,1078,1215766
delhi,2023,3,110042,1071,1238058
delhi,2023,3,110043,1050,1349207
delhi,2023,4,110059,2330,3163916
delhi,2023,4,110044,1693,1969968
delhi,2023,4,110092,1686,2155091
delhi,2023,4,110041,1578,1878694
delhi,2023,4,110086,1573,1830984
delhi,2023,4,110094,1459,1762226
delhi,2023,4,110043,1455,2202398
delhi,2023,4,110053,1440,1753447
delhi,2023,4,110042,1432,1769887
delhi,2023,4,110085,1406,2064483
delhi,2024,1,110059,2186,3264956
delhi,2024,1,110092,1716,2379116
delhi,2024,1,110044,1553,2116182
delhi,2024,1,110086,1457,1834903
delhi,2024,1,110041,1428,1979240
delhi,2024,1,110094,1379,1698267
delhi,2024,1,110053,1324,1630415
delhi,2024,1,110043,1311,1978352
delhi,2024,1,110042,1251,1711153
delhi,2024,1,110085,1206,1936596
delhi,2024,2,110059,1894,2783459
delhi,2024,2,110092,1415,2078942
delhi,2024,2,110086,1350,1820578
delhi,2024,2,110044,1293,1663990
delhi,2024,2,110041,1175,1614578
delhi,2024,2,110042,1126,1600511
delhi,2024,2,110053,1118,1449669
delhi,2024,2,110006,1115,1473676
delhi,2024,2,110043,1111,1825163
delhi,2024,2,110085,1090,1774130
delhi,2024,3,110059,1997,2779253
delhi,2024,3,110092,1661,2181955
delhi,2024,3,110044,1545,1929193
delhi,2024,3,110094,1498,1893888
delhi,2024,3,110086,1356,1850665
delhi,2024,3,110043,1232,1958211
delhi,2024,3,110041,1212,1593328
delhi,2024,3,110085,1199,2114775
delhi,2024,3,110084,1130,1344641
delhi,2024,3,110037,1103,1782688
delhi,2024,4,110059,2785,3658733
delhi,2024,4,110092,2110,2884526
delhi,2024,4,110044,2103,2671177
delhi,2024,4,110086,2071,2533106
delhi,2024,4,110094,2049,2591430
delhi,2024,4,110041,1766,2371739
delhi,2024,4,110084,1665,2287006
delhi,2024,4,110043,1635,2579635
delhi,2024,4,110085,1600,2406049
delhi,2024,4,110042,1551,1933279
goa,2020,2,403601,22,4660
goa,2020,2,403521,17,3388
goa,2020,2,403602,16,2778
goa,2020,2,403006,16,3465
goa,2020,2,403507,15,2926
goa,2020,2,403004,13,2084
goa,2020,2,403001,13,2274
goa,2020,2,403802,13,2471
goa,2020,2,403706,12,2490
goa,2020,2,403722,12,2505
goa,2020,3,403722,59,15935
goa,2020,3,403401,51,14463
goa,2020,3,403001,40,10974
goa,2020,3,403507,39,9306
goa,2020,3,403601,39,11499
goa,2020,3,403521,30,6878
goa,2020,3,403602,26,7804
goa,2020,3,403802,22,7126
goa,2020,3,403710,22,7049
goa,2020,3,403515,18,4236
goa,2020,4,403722,42,34732
goa,2020,4,403001,35,39539
goa,2020,4,403802,34,22652
goa,2020,4,403601,32,35110
goa,2020,4,403401,31,40559
goa,2020,4,403507,26,36224
goa,2020,4,403516,21,20796
goa,2020,4,403509,21,24208
goa,2020,4,403521,16,10051
goa,2020,4,403505,14,16737
goa,2021,1,403601,64,59277
goa,2021,1,403001,61,38372
goa,2021,1,403507,49,67516
goa,2021,1,403722,48,24971
goa,2021,1,403401,46,36200
goa,2021,1,403516,35,25012
goa,2021,1,403802,30,21472
goa,2021,1,403509,29,27152
goa,2021,1,403707,27,29584
goa,2021,1,403801,23,31877
goa,2021,2,403601,77,73045
goa,2021,2,403401,70,71540
goa,2021,2,403802,45,64758
goa,2021,2,403001,42,35277
goa,2021,2,403507,41,32351
goa,2021,2,403722,34,26192
goa,2021,2,403005,32,29269
goa,2021,2,403710,31,22519
goa,2021,2,403602,29,29561
goa,2021,2,403801,27,19593
goa,2021,3,403601,86,65102
goa,2021,3,403401,80,89579
goa,2021,3,403507,67,107297
goa,2021,3,403722,64,68391
goa,2021,3,403001,61,53010
goa,2021,3,403802,49,29680
goa,2021,3,403703,45,48099
goa,2021,3,403521,44,43980
goa,2021,3,403602,32,21482
goa,2021,3,403801,28,29648
goa,2021,4,403001,146,139568
goa,2021,4,403601,124,145790
goa,2021,4,403401,116,160474
goa,2021,4,403802,108,100303
goa,2021,4,403722,101,101050
goa,2021,4,403507,73,86071
goa,2021,4,403521,62,76678
goa,2021,4,403710,53,50539
goa,2021,4,403005,51,50386
goa,2021,4,403801,50,52381
goa,2022,1,403601,223,260595
goa,2022,1,403802,160,151665
goa,2022,1,403401,159,226170
goa,2022,1,403001,154,168984
goa,2022,1,403507,132,174418
goa,2022,1,403722,107,149976
goa,2022,1,403801,89,89472
goa,2022,1,403521,68,83359
goa,2022,1,403516,63,88689
goa,2022,1,403602,59,71594
goa,2022,2,403001,257,321819
goa,2022,2,403601,255,310957
goa,2022,2,403401,239,259002
goa,2022,2,403507,183,244914
goa,2022,2,403802,168,184975
goa,2022,2,403801,137,156676
goa,2022,2,403722,127,158173
goa,2022,2,403516,114,225662
goa,2022,2,403521,105,136042
goa,2022,2,403512,84,193606
goa,2022,3,403601,261,313674
goa,2022,3,403401,179,233899
goa,2022,3,403001,177,195007
goa,2022,3,403802,172,162127
goa,2022,3,403507,162,229440
goa,2022,3,403722,137,124075
goa,2022,3,403521,97,95744
goa,2022,3,403801,90,101543
goa,2022,3,403516,87,138379
goa,2022,3,403602,79,70585
goa,2022,4,403401,270,429318
goa,2022,4,403601,270,345017
goa,2022,4,403001,257,309359
goa,2022,4,403802,241,267682
goa,2022,4,403507,215,294146
goa,2022,4,403722,185,196731
goa,2022,4,403521,142,208866
goa,2022,4,403516,141,221272
goa,2022,4,403801,113,137988
goa,2022,4,403512,104,158913
goa,2023,1,403601,355,406884
goa,2023,1,403001,217,295645
goa,2023,1,403401,215,342062
goa,2023,1,403802,213,227616
goa,2023,1,403722,204,220875
goa,2023,1,403507,190,243917
goa,2023,1,403801,135,178910
goa,2023,1,403516,133,187933
goa,2023,1,403521,124,160349
goa,2023,1,403726,104,189820
goa,2023,2,403601,383,445452
goa,2023,2,403001,238,328923
goa,2023,2,403401,237,368466
goa,2023,2,403802,220,254921
goa,2023,2,403507,195,301344
goa,2023,2,403722,166,206974
goa,2023,2,403801,156,176801
goa,2023,2,403521,141,166139
goa,2023,2,403516,123,207813
goa,2023,2,403512,117,225847
goa,2023,3,403601,274,338515
goa,2023,3,403001,254,360654
goa,2023,3,403401,228,348103
goa,2023,3,403802,199,209792
goa,2023,3,403507,180,234553
goa,2023,3,403722,167,209962
goa,2023,3,403801,135,152148
goa,2023,3,403521,135,201218
goa,2023,3,403516,125,177666
goa,2023,3,403710,109,99582
goa,2023,4,403601,362,571634
goa,2023,4,403001,266,410804
goa,2023,4,403401,262,427814
goa,2023,4,403802,228,288842
goa,2023,4,403507,224,299285
goa,2023,4,403722,175,220652
goa,2023,4,403801,157,205924
goa,2023,4,403516,157,283705
goa,2023,4,403521,154,224624
goa,2023,4,403710,125,136818
goa,2024,1,403601,402,475167
goa,2024,1,403401,282,383351
goa,2024,1,403001,266,395765
goa,2024,1,403507,236,312632
goa,2024,1,403722,227,297156
goa,2024,1,403802,217,256084
goa,2024,1,403516,173,277801
goa,2024,1,403801,169,239617
goa,2024,1,403521,140,184778
goa,2024,1,403710,129,195662
goa,2024,2,403601,384,557999
goa,2024,2,403507,267,367357
goa,2024,2,403001,266,414095
goa,2024,2,403401,256,349903
goa,2024,2,403802,238,257762
goa,2024,2,403801,190,203598
goa,2024,2,403722,186,232886
goa,2024,2,403516,175,281171
goa,2024,2,403521,138,249722
goa,2024,2,403512,130,190337
goa,2024,3,403601,367,454922
goa,2024,3,403802,323,411663
goa,2024,3,403507,296,538940
goa,2024,3,403001,244,349995
goa,2024,3,403401,226,295934
goa,2024,3,403516,216,427117
goa,2024,3,403722,208,250598
goa,2024,3,403501,141,193739
goa,2024,3,403602,128,218402
goa,2024,3,403707,126,209003
goa,2024,4,403601,416,549414
goa,2024,4,403507,359,465694
goa,2024,4,403802,344,480595
goa,2024,4,403401,313,467674
goa,2024,4,403516,300,556300
goa,2024,4,403001,283,441785
goa,2024,4,403722,276,278667
goa,2024,4,403501,187,278367
goa,2024,4,403710,155,164681
goa,2024,4,403801,155,188217
gujarat,2020,2,360311,177,24744
gujarat,2020,2,382481,165,27390
gujarat,2020,2,395006,129,21058
gujarat,2020,2,380013,128,21249
gujarat,2020,2,380015,120,19308
gujarat,2020,2,394510,113,17771
gujarat,2020,2,382350,112,19513
gujarat,2020,2,395010,102,16507
gujarat,2020,2,382345,101,17013
gujarat,2020,2,395009,94,15175
gujarat,2020,3,395006,266,58537
gujarat,2020,3,395010,190,61647
gujarat,2020,3,394210,183,36716
gujarat,2020,3,389350,166,48132
gujarat,2020,3,396191,151,37335
gujarat,2020,3,384265,150,32273
gujarat,2020,3,395004,140,30135
gujarat,2020,3,382481,134,34445
gujarat,2020,3,370511,124,31913
gujarat,2020,3,380015,121,30494
gujarat,2020,4,395006,195,149132
gujarat,2020,4,395010,180,81134
gujarat,2020,4,394210,153,105200
gujarat,2020,4,382481,127,81596
gujarat,2020,4,395012,115,64512
gujarat,2020,4,396191,113,80206
gujarat,2020,4,395004,102,60391
gujarat,2020,4,393002,100,71521
gujarat,2020,4,382350,99,61871
gujarat,2020,4,389350,97,52075
gujarat,2021,1,395010,242,133115
gujarat,2021,1,395006,240,114498
gujarat,2021,1,394210,191,117945
gujarat,2021,1,396191,170,78361
gujarat,2021,1,393001,166,88942
gujarat,2021,1,395003,149,85087
gujarat,2021,1,382345,143,116229
gujarat,2021,1,395002,139,81620
gujarat,2021,1,394230,137,90744
gujarat,2021,1,382350,136,56925
gujarat,2021,2,395006,294,114635
gujarat,2021,2,394210,283,154102
gujarat,2021,2,395010,266,171425
gujarat,2021,2,396191,208,123514
gujarat,2021,2,382350,169,79080
gujarat,2021,2,392130,155,82823
gujarat,2021,2,395012,149,69297
gujarat,2021,2,382415,145,70366
gujarat,2021,2,393001,142,95953
gujarat,2021,2,385001,134,62872
gujarat,2021,3,395010,383,263796
gujarat,2021,3,394210,316,214199
gujarat,2021,3,395006,302,131234
gujarat,2021,3,395003,234,127836
gujarat,2021,3,382350,186,121111
gujarat,2021,3,394221,179,128167
gujarat,2021,3,382415,176,132989
gujarat,2021,3,395002,173,146101
gujarat,2021,3,396191,171,170283
gujarat,2021,3,395009,156,147974
gujarat,2021,4,394210,374,399641
gujarat,2021,4,396191,368,403351
gujarat,2021,4,395010,326,374092
gujarat,2021,4,395006,260,308398
gujarat,2021,4,380008,203,181475
gujarat,2021,4,382345,200,220890
gujarat,2021,4,382350,196,258982
gujarat,2021,4,382330,189,254861
gujarat,2021,4,382415,187,181874
gujarat,2021,4,382481,179,208446
gujarat,2022,1,394210,582,603510
gujarat,2022,1,395010,453,442586
gujarat,2022,1,396191,322,394832
gujarat,2022,1,382350,316,429910
gujarat,2022,1,395006,316,381085
gujarat,2022,1,382415,293,400080
gujarat,2022,1,395003,271,307876
gujarat,2022,1,380001,271,245454
gujarat,2022,1,382330,262,363970
gujarat,2022,1,380013,250,323052
gujarat,2022,2,394210,676,652988
gujarat,2022,2,395010,544,488709
gujarat,2022,2,395006,497,432554
gujarat,2022,2,395003,395,390059
gujarat,2022,2,382415,369,407746
gujarat,2022,2,396191,359,478286
gujarat,2022,2,395002,352,340006
gujarat,2022,2,395007,350,398670
gujarat,2022,2,382350,315,320718
gujarat,2022,2,394221,290,249427
gujarat,2022,3,395010,807,684259
gujarat,2022,3,394210,730,709066
gujarat,2022,3,395006,687,601557
gujarat,2022,3,382415,480,558917
gujarat,2022,3,395003,477,440524
gujarat,2022,3,395007,453,499763
gujarat,2022,3,396191,430,508247
gujarat,2022,3,382350,427,459141
gujarat,2022,3,395002,408,363643
gujarat,2022,3,382481,349,410861
gujarat,2022,4,394210,773,769818
gujarat,2022,4,395010,681,732250
gujarat,2022,4,396191,597,842130
gujarat,2022,4,395006,566,690879
gujarat,2022,4,382415,477,535626
gujarat,2022,4,395003,432,437321
gujarat,2022,4,382350,420,632516
gujarat,2022,4,382481,412,628046
gujarat,2022,4,382330,391,538358
gujarat,2022,4,380058,387,503890
gujarat,2023,1,394210,1001,1073416
gujarat,2023,1,395010,818,857535
gujarat,2023,1,395006,618,670206
gujarat,2023,1,395007,511,608545
gujarat,2023,1,395003,493,516547
gujarat,2023,1,394221,473,463064
gujarat,2023,1,395002,452,449111
gujarat,2023,1,396191,447,616275
gujarat,2023,1,394230,410,409772
gujarat,2023,1,382345,384,575965
gujarat,2023,2,395010,685,714994
gujarat,2023,2,394210,649,653790
gujarat,2023,2,395006,590,564875
gujarat,2023,2,396191,511,662391
gujarat,2023,2,382350,440,532958
gujarat,2023,2,382415,437,558684
gujarat,2023,2,395003,435,466395
gujarat,2023,2,382481,431,588420
gujarat,2023,2,382330,429,596709
gujarat,2023,2,395007,399,520101
gujarat,2023,3,395006,1451,1257464
gujarat,2023,3,395010,1354,1163669
gujarat,2023,3,394210,1247,1192187
gujarat,2023,3,395003,886,797374
gujarat,2023,3,395004,752,770323
gujarat,2023,3,395002,691,598001
gujarat,2023,3,382350,687,804798
gujarat,2023,3,382415,674,792375
gujarat,2023,3,395007,668,762069
gujarat,2023,3,396191,635,809380
gujarat,2023,4,394210,816,966984
gujarat,2023,4,395010,782,1044876
gujarat,2023,4,396191,710,1034784
gujarat,2023,4,395006,638,960206
gujarat,2023,4,382481,491,749838
gujarat,2023,4,382415,478,740155
gujarat,2023,4,382350,455,756630
gujarat,2023,4,395007,440,672598
gujarat,2023,4,395003,426,536867
gujarat,2023,4,382330,425,765464
gujarat,2024,1,394210,948,948851
gujarat,2024,1,395010,858,920109
gujarat,2024,1,395006,678,741317
gujarat,2024,1,396191,668,900153
gujarat,2024,1,395003,556,561440
gujarat,2024,1,394230,502,453830
gujarat,2024,1,395007,491,634417
gujarat,2024,1,395002,488,499075
gujarat,2024,1,394221,467,418678
gujarat,2024,1,382415,464,599601
gujarat,2024,2,394210,969,1148145
gujarat,2024,2,395010,829,1001171
gujarat,2024,2,395006,769,861618
gujarat,2024,2,396191,652,934430
gujarat,2024,2,382415,584,881580
gujarat,2024,2,360004,523,688481
gujarat,2024,2,395007,493,701580
gujarat,2024,2,382350,481,845310
gujarat,2024,2,382481,478,877628
gujarat,2024,2,395003,461,550802
gujarat,2024,3,394210,952,1031350
gujarat,2024,3,395010,844,971105
gujarat,2024,3,395006,711,852008
gujarat,2024,3,382415,673,919818
gujarat,2024,3,382330,614,913827
gujarat,2024,3,382445,541,740466
gujarat,2024,3,380001,531,683726
gujarat,2024,3,395002,529,574809
gujarat,2024,3,382350,528,772153
gujarat,2024,3,360004,471,668172
gujarat,2024,4,394210,1224,1368815
gujarat,2024,4,395010,1094,1385731
gujarat,2024,4,382415,990,1369467
gujarat,2024,4,380001,913,1093880
gujarat,2024,4,382330,850,1439945
gujarat,2024,4,395006,847,1081777
gujarat,2024,4,382445,803,1076629
gujarat,2024,4,382350,724,1080837
gujarat,2024,4,395002,680,749953
gujarat,2024,4,396191,662,1031965
haryana,2020,2,122001,575,93975
haryana,2020,2,122006,314,51995
haryana,2020,2,132001,253,42325
haryana,2020,2,121004,241,43674
haryana,2020,2,122002,224,35989
haryana,2020,2,122003,207,32786
haryana,2020,2,121003,205,36173
haryana,2020,2,121001,196,35036
haryana,2020,2,123401,155,30644
haryana,2020,2,122017,142,24199
haryana,2020,3,122001,361,74622
haryana,2020,3,121003,259,66186
haryana,2020,3,121004,219,56317
haryana,2020,3,121001,210,57050
haryana,2020,3,122006,199,47470
haryana,2020,3,123401,182,54342
haryana,2020,3,122002,176,33926
haryana,2020,3,121102,158,39499
haryana,2020,3,122051,148,31924
haryana,2020,3,121002,147,48557
haryana,2020,4,122001,460,270525
haryana,2020,4,121003,314,242149
haryana,2020,4,121001,275,203631
haryana,2020,4,121004,272,190752
haryana,2020,4,123401,252,193284
haryana,2020,4,122006,243,164637
haryana,2020,4,121005,206,143936
haryana,2020,4,121102,181,127019
haryana,2020,4,122002,169,119662
haryana,2020,4,124507,167,114610
haryana,2021,1,122001,604,349428
haryana,2021,1,121004,448,336339
haryana,2021,1,121003,445,305563
haryana,2021,1,121001,358,218872
haryana,2021,1,123401,316,198507
haryana,2021,1,122006,309,176327
haryana,2021,1,122051,273,137444
haryana,2021,1,122002,252,156010
haryana,2021,1,121102,250,136976
haryana,2021,1,122004,203,115760
haryana,2021,2,122001,566,394802
haryana,2021,2,122006,393,280696
haryana,2021,2,123401,387,310580
haryana,2021,2,121004,386,306663
haryana,2021,2,121003,351,286823
haryana,2021,2,121001,286,191084
haryana,2021,2,131001,254,244031
haryana,2021,2,121005,246,200416
haryana,2021,2,122051,240,149418
haryana,2021,2,124001,234,223885
haryana,2021,3,122001,866,704138
haryana,2021,3,122006,806,481888
haryana,2021,3,121004,483,372427
haryana,2021,3,121003,462,400611
haryana,2021,3,123401,438,414246
haryana,2021,3,122002,353,283482
haryana,2021,3,121001,306,230567
haryana,2021,3,122004,277,214822
haryana,2021,3,124507,258,278203
haryana,2021,3,121102,249,263515
haryana,2021,4,122001,1104,1111507
haryana,2021,4,121003,762,796816
haryana,2021,4,121004,726,818260
haryana,2021,4,122006,702,698248
haryana,2021,4,121001,589,641154
haryana,2021,4,122002,546,591127
haryana,2021,4,123401,525,775398
haryana,2021,4,122003,468,433551
haryana,2021,4,124507,434,654682
haryana,2021,4,121005,368,356517
haryana,2022,1,122001,1252,1456298
haryana,2022,1,122006,874,930112
haryana,2022,1,121003,832,923924
haryana,2022,1,121004,795,959640
haryana,2022,1,123401,602,850949
haryana,2022,1,122002,594,743202
haryana,2022,1,121001,589,685111
haryana,2022,1,122003,578,577598
haryana,2022,1,124001,511,669372
haryana,2022,1,132001,478,469015
haryana,2022,2,122001,1236,1366070
haryana,2022,2,121004,903,1132802
haryana,2022,2,121003,801,920669
haryana,2022,2,122006,800,833884
haryana,2022,2,123401,734,979383
haryana,2022,2,121001,592,694788
haryana,2022,2,122002,528,550754
haryana,2022,2,124001,494,651675
haryana,2022,2,124507,475,636675
haryana,2022,2,122003,460,542526
haryana,2022,3,122001,1932,1913882
haryana,2022,3,121004,1142,1320600
haryana,2022,3,122006,1053,1047031
haryana,2022,3,121003,932,996105
haryana,2022,3,122002,864,878354
haryana,2022,3,121001,842,887224
haryana,2022,3,123401,829,1001676
haryana,2022,3,122003,758,894200
haryana,2022,3,124507,748,1040956
haryana,2022,3,124001,669,912291
haryana,2022,4,122001,2037,2580157
haryana,2022,4,122006,1296,1631296
haryana,2022,4,121004,1268,1632199
haryana,2022,4,121003,1207,1379347
haryana,2022,4,121001,1163,1419330
haryana,2022,4,122002,1034,1234183
haryana,2022,4,123401,940,1389120
haryana,2022,4,124507,803,1207860
haryana,2022,4,122003,747,922953
haryana,2022,4,124001,732,1086393
haryana,2023,1,122001,2018,2513445
haryana,2023,1,121004,1293,1897743
haryana,2023,1,122006,1288,1701853
haryana,2023,1,121003,1137,1364454
haryana,2023,1,121001,1100,1416454
haryana,2023,1,122002,1041,1347681
haryana,2023,1,123401,930,1556937
haryana,2023,1,122003,772,1107966
haryana,2023,1,124507,691,1238613
haryana,2023,1,121002,673,1017959
haryana,2023,2,122001,2154,2955207
haryana,2023,2,121004,1256,1512572
haryana,2023,2,122006,1252,1621105
haryana,2023,2,121003,1129,1557262
haryana,2023,2,122002,1094,1508096
haryana,2023,2,123401,1089,1455605
haryana,2023,2,121001,1079,1348515
haryana,2023,2,124507,856,1203110
haryana,2023,2,131001,784,1231515
haryana,2023,2,122003,773,996969
haryana,2023,3,122001,2457,3051171
haryana,2023,3,122006,1481,1766489
haryana,2023,3,121004,1446,1763459
haryana,2023,3,122002,1296,1465998
haryana,2023,3,121001,1205,1381182
haryana,2023,3,121003,1169,1443368
haryana,2023,3,123401,1058,1533525
haryana,2023,3,122003,808,1023607
haryana,2023,3,122017,795,961221
haryana,2023,3,121002,787,1130945
haryana,2023,4,122001,2474,3601541
haryana,2023,4,121004,1608,2280862
haryana,2023,4,122006,1540,2280572
haryana,2023,4,121003,1511,2075904
haryana,2023,4,121001,1315,1743232
haryana,2023,4,122002,1222,1660548
haryana,2023,4,123401,1180,2185547
haryana,2023,4,124507,949,1709667
haryana,2023,4,121102,908,1654000
haryana,2023,4,122003,895,1330139
haryana,2024,1,122001,2542,3582671
haryana,2024,1,121004,1820,2595411
haryana,2024,1,121003,1600,2067243
haryana,2024,1,122006,1493,2163779
haryana,2024,1,123401,1447,2224599
haryana,2024,1,122002,1317,2052922
haryana,2024,1,121001,1212,1653002
haryana,2024,1,124507,1018,1611721
haryana,2024,1,122003,964,1434346
haryana,2024,1,121102,917,1696527
haryana,2024,2,122001,2356,3374341
haryana,2024,2,121004,1529,2065332
haryana,2024,2,122006,1347,1900231
haryana,2024,2,123401,1312,1947044
haryana,2024,2,121003,1260,1789551
haryana,2024,2,122002,1141,1498756
haryana,2024,2,121001,1010,1433101
haryana,2024,2,124507,882,1541899
haryana,2024,2,122003,877,1531295
haryana,2024,2,124001,819,1648092
haryana,2024,3,122001,2270,3090606
haryana,2024,3,121004,1712,2546658
haryana,2024,3,122006,1545,2122754
haryana,2024,3,122002,1482,2094086
haryana,2024,3,123401,1270,1825757
haryana,2024,3,121001,1065,1440186
haryana,2024,3,124001,936,1851219
haryana,2024,3,122017,919,1321420
haryana,2024,3,121102,888,1523600
haryana,2024,3,122004,851,1088139
haryana,2024,4,122001,2604,3793725
haryana,2024,4,121004,2247,3131294
haryana,2024,4,123401,1828,2764894
haryana,2024,4,122006,1781,2600616
haryana,2024,4,122002,1563,2311409
haryana,2024,4,121001,1349,1906209
haryana,2024,4,121102,1250,2042046
haryana,2024,4,124001,1070,1893128
haryana,2024,4,122004,1035,1492730
haryana,2024,4,124507,1017,1521988
himachal-pradesh,2020,2,175141,63,7664
himachal-pradesh,2020,2,173205,53,10096
himachal-pradesh,2020,2,175001,34,5929
himachal-pradesh,2020,2,171216,22,3492
himachal-pradesh,2020,2,174101,16,3927
himachal-pradesh,2020,2,173213,9,1386
himachal-pradesh,2020,2,173025,8,1512
himachal-pradesh,2020,2,171219,8,1416
himachal-pradesh,2020,2,176047,7,1674
himachal-pradesh,2020,2,177040,6,1217
himachal-pradesh,2020,3,173205,55,13283
himachal-pradesh,2020,3,174101,21,8918
himachal-pradesh,2020,3,173025,17,5860
himachal-pradesh,2020,3,173212,13,2869
himachal-pradesh,2020,3,173220,12,3461
himachal-pradesh,2020,3,171001,11,2471
himachal-pradesh,2020,3,175001,10,3853
himachal-pradesh,2020,3,175140,9,1719
himachal-pradesh,2020,3,176061,9,2587
himachal-pradesh,2020,3,171202,8,4065
himachal-pradesh,2020,4,173205,79,40346
himachal-pradesh,2020,4,174101,40,22180
himachal-pradesh,2020,4,173025,18,10577
himachal-pradesh,2020,4,176061,17,23719
himachal-pradesh,2020,4,173030,14,11197
himachal-pradesh,2020,4,171010,9,4613
himachal-pradesh,2020,4,171001,8,11100
himachal-pradesh,2020,4,174103,8,6154
himachal-pradesh,2020,4,174303,7,4018
himachal-pradesh,2020,4,172001,7,11771
himachal-pradesh,2021,1,173205,127,52084
himachal-pradesh,2021,1,174101,44,18385
himachal-pradesh,2021,1,173025,30,23680
himachal-pradesh,2021,1,176061,29,14967
himachal-pradesh,2021,1,171001,20,30386
himachal-pradesh,2021,1,173030,19,10086
himachal-pradesh,2021,1,177001,19,26067
himachal-pradesh,2021,1,175131,17,10538
himachal-pradesh,2021,1,174001,16,14355
himachal-pradesh,2021,1,173212,15,20803
himachal-pradesh,2021,2,173205,118,81179
himachal-pradesh,2021,2,174101,56,40364
himachal-pradesh,2021,2,173025,33,39196
himachal-pradesh,2021,2,173030,22,17002
himachal-pradesh,2021,2,176061,21,17775
himachal-pradesh,2021,2,173001,20,23973
himachal-pradesh,2021,2,176310,16,15374
himachal-pradesh,2021,2,173212,16,14258
himachal-pradesh,2021,2,177001,13,15476
himachal-pradesh,2021,2,174001,13,5913
himachal-pradesh,2021,3,173205,163,139002
himachal-pradesh,2021,3,175131,122,70902
himachal-pradesh,2021,3,174101,96,97685
himachal-pradesh,2021,3,173025,59,56478
himachal-pradesh,2021,3,176310,37,43073
himachal-pradesh,2021,3,174001,30,21021
himachal-pradesh,2021,3,176061,27,48970
himachal-pradesh,2021,3,173212,26,21954
himachal-pradesh,2021,3,174103,25,35232
himachal-pradesh,2021,3,177001,25,36334
himachal-pradesh,2021,4,173205,222,214385
himachal-pradesh,2021,4,174101,112,148548
himachal-pradesh,2021,4,173025,73,131035
himachal-pradesh,2021,4,173212,41,61373
himachal-pradesh,2021,4,177203,39,26688
himachal-pradesh,2021,4,177001,36,59995
himachal-pradesh,2021,4,176061,36,54939
himachal-pradesh,2021,4,176001,34,56416
himachal-pradesh,2021,4,173030,34,43760
himachal-pradesh,2021,4,173001,30,55686
himachal-pradesh,2022,1,173205,237,291025
himachal-pradesh,2022,1,173025,105,187513
himachal-pradesh,2022,1,174101,101,177982
himachal-pradesh,2022,1,177001,49,76570
himachal-pradesh,2022,1,176001,42,75074
himachal-pradesh,2022,1,176310,41,70958
himachal-pradesh,2022,1,173001,41,91955
himachal-pradesh,2022,1,173030,40,60819
himachal-pradesh,2022,1,176081,36,42538
himachal-pradesh,2022,1,176061,36,80375
himachal-pradesh,2022,2,173205,230,305655
himachal-pradesh,2022,2,174101,137,217224
himachal-pradesh,2022,2,173025,93,120748
himachal-pradesh,2022,2,176061,58,89644
himachal-pradesh,2022,2,176052,54,70622
himachal-pradesh,2022,2,175131,50,92229
himachal-pradesh,2022,2,174303,40,100739
himachal-pradesh,2022,2,177001,35,62784
himachal-pradesh,2022,2,176001,35,62814
himachal-pradesh,2022,2,173212,33,47871
himachal-pradesh,2022,3,173205,371,404794
himachal-pradesh,2022,3,173025,147,216148
himachal-pradesh,2022,3,174101,135,228621
himachal-pradesh,2022,3,173212,58,102411
himachal-pradesh,2022,3,176052,56,51813
himachal-pradesh,2022,3,176061,55,77694
himachal-pradesh,2022,3,173001,54,90504
himachal-pradesh,2022,3,176001,54,85828
himachal-pradesh,2022,3,177001,49,77465
himachal-pradesh,2022,3,173220,48,57904
himachal-pradesh,2022,4,173205,455,632101
himachal-pradesh,2022,4,173025,199,285596
himachal-pradesh,2022,4,174101,171,274009
himachal-pradesh,2022,4,174303,74,139142
himachal-pradesh,2022,4,175131,69,108668
himachal-pradesh,2022,4,173220,67,128773
himachal-pradesh,2022,4,173212,67,117038
himachal-pradesh,2022,4,176001,65,113046
himachal-pradesh,2022,4,176061,65,146613
himachal-pradesh,2022,4,173001,61,101537
himachal-pradesh,2023,1,173205,325,424721
himachal-pradesh,2023,1,174101,169,277596
himachal-pradesh,2023,1,173025,158,240310
himachal-pradesh,2023,1,177001,72,140517
himachal-pradesh,2023,1,176310,67,94405
himachal-pradesh,2023,1,176061,62,102293
himachal-pradesh,2023,1,176052,58,72699
himachal-pradesh,2023,1,176001,57,115725
himachal-pradesh,2023,1,175131,54,81046
himachal-pradesh,2023,1,171003,54,110266
himachal-pradesh,2023,2,173205,389,467736
himachal-pradesh,2023,2,174101,195,311213
himachal-pradesh,2023,2,173025,124,201405
himachal-pradesh,2023,2,176061,98,143366
himachal-pradesh,2023,2,175131,81,183015
himachal-pradesh,2023,2,177001,76,114995
himachal-pradesh,2023,2,176001,58,89110
himachal-pradesh,2023,2,176310,57,90289
himachal-pradesh,2023,2,174303,56,112588
himachal-pradesh,2023,2,173220,56,129033
