State,Year,Quarter,District,Transaction_Count,Transaction_Amount
andhra-pradesh,2023,1,guntur district,3542,4957590
andhra-pradesh,2023,1,krishna district,4693,6275818
andhra-pradesh,2023,2,east godavari district,3690,5519480
andhra-pradesh,2023,2,srikakulam district,1083,1556225
andhra-pradesh,2023,2,spsr nellore district,2468,3679371
andhra-pradesh,2023,2,vizianagaram district,1227,1530183
andhra-pradesh,2023,2,visakhapatnam district,7000,8910217
andhra-pradesh,2023,2,prakasam district,1311,1880405
andhra-pradesh,2023,2,anantapur district,1688,3027497
andhra-pradesh,2023,2,ysr district,1652,2426306
andhra-pradesh,2023,2,west godavari district,2140,3383512
andhra-pradesh,2023,2,kurnool district,1473,2483871
andhra-pradesh,2023,2,chittoor district,3756,5988173
andhra-pradesh,2023,2,guntur district,3725,5015442
andhra-pradesh,2023,2,krishna district,5163,6666796
andhra-pradesh,2023,3,east godavari district,4157,5720660
andhra-pradesh,2023,3,srikakulam district,1308,1724487
andhra-pradesh,2023,3,spsr nellore district,3082,3962298
andhra-pradesh,2023,3,vizianagaram district,1274,1526422
andhra-pradesh,2023,3,visakhapatnam district,8972,11107138
andhra-pradesh,2023,3,prakasam district,1695,2170370
andhra-pradesh,2023,3,anantapur district,1947,3392196
andhra-pradesh,2023,3,ysr district,1900,2732465
andhra-pradesh,2023,3,west godavari district,2308,3162591
andhra-pradesh,2023,3,kurnool district,1723,2310997
andhra-pradesh,2023,3,chittoor district,3993,6350318
andhra-pradesh,2023,3,guntur district,4604,5810698
andhra-pradesh,2023,3,krishna district,6187,7831756
andhra-pradesh,2023,4,east godavari district,4294,6404501
andhra-pradesh,2023,4,srikakulam district,1327,1851290
andhra-pradesh,2023,4,spsr nellore district,2739,3968074
andhra-pradesh,2023,4,vizianagaram district,1350,1745449
andhra-pradesh,2023,4,visakhapatnam district,8787,12027284
andhra-pradesh,2023,4,prakasam district,1561,2357325
andhra-pradesh,2023,4,anantapur district,2143,3651525
andhra-pradesh,2023,4,ysr district,1923,2738253
andhra-pradesh,2023,4,west godavari district,2198,3630998
andhra-pradesh,2023,4,kurnool district,1829,3161720
andhra-pradesh,2023,4,chittoor district,4025,7322967
andhra-pradesh,2023,4,guntur district,4354,6154821
andhra-pradesh,2023,4,krishna district,5268,7328216
andhra-pradesh,2024,1,east godavari district,5344,6899327
andhra-pradesh,2024,1,srikakulam district,1651,1876987
andhra-pradesh,2024,1,spsr nellore district,2931,3961012
andhra-pradesh,2024,1,vizianagaram district,1683,2049836
andhra-pradesh,2024,1,visakhapatnam district,9034,12016206
andhra-pradesh,2024,1,prakasam district,1801,2513184
andhra-pradesh,2024,1,anantapur district,2194,3722783
andhra-pradesh,2024,1,ysr district,1935,2972264
andhra-pradesh,2024,1,west godavari district,2808,4029842
andhra-pradesh,2024,1,kurnool district,1916,2727094
andhra-pradesh,2024,1,chittoor district,4784,6901394
andhra-pradesh,2024,1,guntur district,4613,5985992
andhra-pradesh,2024,1,krishna district,5888,7907881
andhra-pradesh,2024,2,east godavari district,4730,6812370
andhra-pradesh,2024,2,srikakulam district,1568,1961204
andhra-pradesh,2024,2,spsr nellore district,2708,4456805
andhra-pradesh,2024,2,vizianagaram district,1575,1986175
andhra-pradesh,2024,2,visakhapatnam district,9077,12170419
andhra-pradesh,2024,2,prakasam district,2008,2858214
andhra-pradesh,2024,2,anantapur district,1868,3445825
andhra-pradesh,2024,2,ysr district,1652,2692864
andhra-pradesh,2024,2,west godavari district,2505,3448213
andhra-pradesh,2024,2,kurnool district,1664,2836292
andhra-pradesh,2024,2,chittoor district,3925,6646337
andhra-pradesh,2024,2,guntur district,3946,6093685
andhra-pradesh,2024,2,krishna district,5321,7539878
andhra-pradesh,2024,3,east godavari district,2001,3116536
andhra-pradesh,2024,3,srikakulam district,1408,1957392
andhra-pradesh,2024,3,visakhapatnam district,8553,12088761
andhra-pradesh,2024,3,sri potti sriramulu nellore district,2386,3626372
andhra-pradesh,2024,3,kurnool district,960,1691366
andhra-pradesh,2024,3,guntur district,3703,5419362
andhra-pradesh,2024,3,krishna district,1321,1995792
andhra-pradesh,2024,3,spsr nellore district,1,5123
andhra-pradesh,2024,3,annamayya district,1010,2118386
andhra-pradesh,2024,3,ananthapuramu district,1310,2511508
andhra-pradesh,2024,3,vizianagaram district,1608,2223183
andhra-pradesh,2024,3,tirupati district,3517,5808106
andhra-pradesh,2024,3,alluri sitharama raju district,278,356671
andhra-pradesh,2024,3,nandyal district,615,1147603
andhra-pradesh,2024,3,sri sathyasai district,768,1615122
andhra-pradesh,2024,3,palnadu district,960,1461960
andhra-pradesh,2024,3,prakasam district,1405,1885692
andhra-pradesh,2024,3,parvathipuram manyam district,361,468615
andhra-pradesh,2024,3,anantapur district,2,41706
andhra-pradesh,2024,3,dr br ambedkar konaseema district,882,1478929
andhra-pradesh,2024,3,bapatla district,797,1356652
andhra-pradesh,2024,3,ntr district,4856,6761184
andhra-pradesh,2024,3,kakinada district,2269,3477318
andhra-pradesh,2024,3,anakapalli district,1792,2253638
andhra-pradesh,2024,3,ysr district,1406,2419022
andhra-pradesh,2024,3,west godavari district,1154,1792789
andhra-pradesh,2024,3,eluru district,1259,2088060
andhra-pradesh,2024,3,chittoor district,1432,2748351
andhra-pradesh,2024,4,east godavari district,2499,3119010
andhra-pradesh,2024,4,srikakulam district,1874,2198375
andhra-pradesh,2024,4,visakhapatnam district,9897,13254184
andhra-pradesh,2024,4,sri potti sriramulu nellore district,3193,4050293
andhra-pradesh,2024,4,kurnool district,1371,2100914
andhra-pradesh,2024,4,guntur district,4159,5517638
andhra-pradesh,2024,4,krishna district,1706,2112206
andhra-pradesh,2024,4,annamayya district,1343,2036321
andhra-pradesh,2024,4,ananthapuramu district,1672,2619784
andhra-pradesh,2024,4,vizianagaram district,1926,1988306
andhra-pradesh,2024,4,tirupati district,4169,6081241
andhra-pradesh,2024,4,alluri sitharama raju district,359,401184
andhra-pradesh,2024,4,nandyal district,911,1339586
andhra-pradesh,2024,4,sri sathyasai district,1032,1634709
andhra-pradesh,2024,4,palnadu district,1417,1540990
andhra-pradesh,2024,4,prakasam district,2499,2645564
andhra-pradesh,2024,4,parvathipuram manyam district,452,451326
andhra-pradesh,2024,4,dr br ambedkar konaseema district,1203,1374247
andhra-pradesh,2024,4,bapatla district,1175,1540112
andhra-pradesh,2024,4,ntr district,7077,8504106
andhra-pradesh,2024,4,kakinada district,2905,3879273
andhra-pradesh,2024,4,anakapalli district,2018,2214934
andhra-pradesh,2024,4,ysr district,1792,2640383
andhra-pradesh,2024,4,west godavari district,1534,1956650
andhra-pradesh,2024,4,eluru district,1638,2188266
andhra-pradesh,2024,4,chittoor district,1604,2639312
arunachal-pradesh,2020,2,lower dibang valley district,2,513
arunachal-pradesh,2020,2,west kameng district,2,513
arunachal-pradesh,2020,2,lower subansiri district,1,231
arunachal-pradesh,2020,2,west siang district,5,1124
arunachal-pradesh,2020,2,kamle district,1,298
arunachal-pradesh,2020,2,east siang district,2,469
arunachal-pradesh,2020,2,tirap district,5,1026
arunachal-pradesh,2020,2,lepa rada district,1,282
arunachal-pradesh,2020,2,tawang district,3,827
arunachal-pradesh,2020,2,namsai district,1,231
arunachal-pradesh,2020,2,papum pare district,33,6304
arunachal-pradesh,2020,2,changlang district,9,2511
arunachal-pradesh,2020,3,lower dibang valley district,4,843
arunachal-pradesh,2020,3,lower subansiri district,1,662
arunachal-pradesh,2020,3,longding district,1,166
arunachal-pradesh,2020,3,west siang district,5,2052
arunachal-pradesh,2020,3,kamle district,1,166
arunachal-pradesh,2020,3,upper siang district,1,281
arunachal-pradesh,2020,3,tirap district,3,939
arunachal-pradesh,2020,3,papum pare district,60,15776
arunachal-pradesh,2020,3,siang district,1,184
arunachal-pradesh,2020,3,lower siang district,1,662
arunachal-pradesh,2020,3,changlang district,2,364
arunachal-pradesh,2020,3,dibang valley district,3,66
arunachal-pradesh,2020,3,west kameng district,12,3466
arunachal-pradesh,2020,3,east siang district,22,9675
arunachal-pradesh,2020,3,upper subansiri district,2,66
arunachal-pradesh,2020,3,east kameng district,2,695
arunachal-pradesh,2020,3,lohit district,9,1557
arunachal-pradesh,2020,3,lepa rada district,1,548
arunachal-pradesh,2020,3,tawang district,1,33
arunachal-pradesh,2020,3,namsai district,3,1486
arunachal-pradesh,2020,4,lower dibang valley district,9,1981
arunachal-pradesh,2020,4,lower subansiri district,1,32
arunachal-pradesh,2020,4,west siang district,1,162
arunachal-pradesh,2020,4,tirap district,4,1561
arunachal-pradesh,2020,4,papum pare district,48,21298
arunachal-pradesh,2020,4,siang district,2,691
arunachal-pradesh,2020,4,lower siang district,1,33
arunachal-pradesh,2020,4,changlang district,7,5505
arunachal-pradesh,2020,4,pakke kessang district,2,1017
arunachal-pradesh,2020,4,dibang valley district,1,2967
arunachal-pradesh,2020,4,west kameng district,15,22182
arunachal-pradesh,2020,4,east siang district,10,8075
arunachal-pradesh,2020,4,upper subansiri district,2,1154
arunachal-pradesh,2020,4,east kameng district,1,32
arunachal-pradesh,2020,4,lohit district,5,4148
arunachal-pradesh,2020,4,lepa rada district,3,2685
arunachal-pradesh,2020,4,tawang district,10,9740
arunachal-pradesh,2020,4,namsai district,3,984
arunachal-pradesh,2021,1,lower dibang valley district,5,4680
arunachal-pradesh,2021,1,lower subansiri district,2,5103
arunachal-pradesh,2021,1,longding district,2,1334
arunachal-pradesh,2021,1,west siang district,7,3690
arunachal-pradesh,2021,1,kamle district,1,167
arunachal-pradesh,2021,1,upper siang district,5,900
arunachal-pradesh,2021,1,tirap district,7,7696
arunachal-pradesh,2021,1,papum pare district,65,62651
arunachal-pradesh,2021,1,siang district,2,136
arunachal-pradesh,2021,1,lower siang district,5,733
arunachal-pradesh,2021,1,kra daadi district,2,366
arunachal-pradesh,2021,1,changlang district,12,4524
arunachal-pradesh,2021,1,pakke kessang district,2,415
arunachal-pradesh,2021,1,dibang valley district,1,669
arunachal-pradesh,2021,1,west kameng district,15,9871
arunachal-pradesh,2021,1,east siang district,18,8695
arunachal-pradesh,2021,1,upper subansiri district,7,4237
arunachal-pradesh,2021,1,east kameng district,4,132
arunachal-pradesh,2021,1,lohit district,11,2951
arunachal-pradesh,2021,1,lepa rada district,2,1258
arunachal-pradesh,2021,1,tawang district,11,10155
arunachal-pradesh,2021,1,namsai district,8,1248
arunachal-pradesh,2021,2,lower dibang valley district,14,8091
arunachal-pradesh,2021,2,lower subansiri district,10,4236
arunachal-pradesh,2021,2,west siang district,18,8990
arunachal-pradesh,2021,2,upper siang district,1,210
arunachal-pradesh,2021,2,tirap district,1,1405
arunachal-pradesh,2021,2,papum pare district,69,89335
arunachal-pradesh,2021,2,kurung kumey district,2,94
arunachal-pradesh,2021,2,anjaw district,2,19882
arunachal-pradesh,2021,2,siang district,1,5423
arunachal-pradesh,2021,2,kra daadi district,1,210
arunachal-pradesh,2021,2,changlang district,12,11258
arunachal-pradesh,2021,2,west kameng district,20,17896
arunachal-pradesh,2021,2,shi yomi district,1,933
arunachal-pradesh,2021,2,east siang district,6,2979
arunachal-pradesh,2021,2,upper subansiri district,2,467
arunachal-pradesh,2021,2,east kameng district,4,327
arunachal-pradesh,2021,2,lohit district,16,21096
arunachal-pradesh,2021,2,tawang district,13,23216
arunachal-pradesh,2021,2,namsai district,11,8880
arunachal-pradesh,2021,3,lower dibang valley district,13,11845
arunachal-pradesh,2021,3,lower subansiri district,6,11875
arunachal-pradesh,2021,3,west siang district,21,57300
arunachal-pradesh,2021,3,kamle district,2,1245
arunachal-pradesh,2021,3,upper siang district,5,11455
arunachal-pradesh,2021,3,tirap district,14,38082
arunachal-pradesh,2021,3,papum pare district,50,95368
arunachal-pradesh,2021,3,anjaw district,1,1531
arunachal-pradesh,2021,3,lower siang district,3,1927
arunachal-pradesh,2021,3,kra daadi district,1,946
arunachal-pradesh,2021,3,changlang district,15,25894
arunachal-pradesh,2021,3,west kameng district,22,21566
arunachal-pradesh,2021,3,east siang district,23,32914
arunachal-pradesh,2021,3,upper subansiri district,2,2417
arunachal-pradesh,2021,3,lohit district,10,15097
arunachal-pradesh,2021,3,lepa rada district,1,946
arunachal-pradesh,2021,3,tawang district,8,5436
arunachal-pradesh,2021,3,namsai district,15,35207
arunachal-pradesh,2021,4,lower dibang valley district,11,12440
arunachal-pradesh,2021,4,lower subansiri district,7,10820
arunachal-pradesh,2021,4,longding district,2,4852
arunachal-pradesh,2021,4,west siang district,14,25308
arunachal-pradesh,2021,4,upper siang district,2,6420
arunachal-pradesh,2021,4,tirap district,14,37402
arunachal-pradesh,2021,4,papum pare district,128,232985
arunachal-pradesh,2021,4,kurung kumey district,2,4597
arunachal-pradesh,2021,4,anjaw district,2,1175
arunachal-pradesh,2021,4,siang district,5,7876
arunachal-pradesh,2021,4,lower siang district,2,3130
arunachal-pradesh,2021,4,changlang district,26,59532
arunachal-pradesh,2021,4,pakke kessang district,4,6980
arunachal-pradesh,2021,4,west kameng district,37,61049
arunachal-pradesh,2021,4,east siang district,7,22841
arunachal-pradesh,2021,4,upper subansiri district,4,6632
arunachal-pradesh,2021,4,east kameng district,4,4783
arunachal-pradesh,2021,4,lohit district,17,19353
arunachal-pradesh,2021,4,lepa rada district,4,22217
arunachal-pradesh,2021,4,tawang district,14,28772
arunachal-pradesh,2021,4,namsai district,14,19295
arunachal-pradesh,2022,1,lower dibang valley district,10,17012
arunachal-pradesh,2022,1,lower subansiri district,9,27520
arunachal-pradesh,2022,1,longding district,6,18234
arunachal-pradesh,2022,1,west siang district,7,16731
arunachal-pradesh,2022,1,kamle district,2,3042
arunachal-pradesh,2022,1,tirap district,22,98280
arunachal-pradesh,2022,1,papum pare district,149,339981
arunachal-pradesh,2022,1,kurung kumey district,2,2907
arunachal-pradesh,2022,1,anjaw district,1,56
arunachal-pradesh,2022,1,siang district,3,10551
arunachal-pradesh,2022,1,lower siang district,6,16596
arunachal-pradesh,2022,1,kra daadi district,1,56
arunachal-pradesh,2022,1,changlang district,22,41022
arunachal-pradesh,2022,1,pakke kessang district,2,4537
arunachal-pradesh,2022,1,dibang valley district,2,4047
arunachal-pradesh,2022,1,west kameng district,36,83342
arunachal-pradesh,2022,1,shi yomi district,1,1335
arunachal-pradesh,2022,1,east siang district,22,50073
arunachal-pradesh,2022,1,upper subansiri district,5,7374
arunachal-pradesh,2022,1,east kameng district,1,56
arunachal-pradesh,2022,1,lohit district,17,33684
arunachal-pradesh,2022,1,lepa rada district,5,32299
arunachal-pradesh,2022,1,tawang district,11,59469
arunachal-pradesh,2022,1,namsai district,13,25903
arunachal-pradesh,2022,2,lower dibang valley district,13,25061
arunachal-pradesh,2022,2,lower subansiri district,7,13328
arunachal-pradesh,2022,2,longding district,3,6396
arunachal-pradesh,2022,2,west siang district,24,54485
arunachal-pradesh,2022,2,kamle district,2,1353
arunachal-pradesh,2022,2,upper siang district,2,7050
arunachal-pradesh,2022,2,tirap district,15,32728
arunachal-pradesh,2022,2,papum pare district,310,752159
arunachal-pradesh,2022,2,kurung kumey district,2,3224
arunachal-pradesh,2022,2,lower siang district,3,9427
arunachal-pradesh,2022,2,kra daadi district,3,4261
arunachal-pradesh,2022,2,changlang district,25,51823
arunachal-pradesh,2022,2,west kameng district,47,115575
arunachal-pradesh,2022,2,east siang district,29,107087
arunachal-pradesh,2022,2,upper subansiri district,4,1295
arunachal-pradesh,2022,2,east kameng district,10,17345
arunachal-pradesh,2022,2,lohit district,21,59273
arunachal-pradesh,2022,2,lepa rada district,4,2554
arunachal-pradesh,2022,2,tawang district,26,61225
arunachal-pradesh,2022,2,namsai district,14,34582
arunachal-pradesh,2022,3,lower dibang valley district,17,26960
arunachal-pradesh,2022,3,lower subansiri district,11,26683
arunachal-pradesh,2022,3,longding district,2,9842
arunachal-pradesh,2022,3,west siang district,16,86941
arunachal-pradesh,2022,3,kamle district,1,2325
arunachal-pradesh,2022,3,upper siang district,4,6334
arunachal-pradesh,2022,3,tirap district,23,54004
